ISO	Country	Year	GPI	offrel	formrelat	GNI	dogint	groupvalue	GPIlog	offrellog	dogintlog	GNIlog
"TUN"	"Tunisia"	2014.0	2082.0	1.0	11.0	4.6071245243939E10	6.0	2.0	7.64108424917491	0.0	1.79175946922805	24.5534548449177
"TUR"	"Turkey"	2014.0	2514.0	0.0	8.0	9.69978848843114E11	7.0	2.0	7.82963038915019	1.0	1.94591014905531	27.6005401028897
"URY"	"Uruguay"	2014.0	1734.0	0.0	3.0	5.55061641079321E10	10.0	1.0	7.45818615734049	1.0	2.30258509299405	24.7397599165393
"UZB"	"Uzbekistan"	2014.0	2285.0	0.0	1.0	6.48843532190927E10	9.0	1.0	7.7341213033283	1.0	2.19722457733622	24.8958723409745
"ZWE"	"Zimbabwe"	2014.0	2468.0	0.0	4.0	1.38815878887207E10	9.0	2.0	7.81116338502528	1.0	2.19722457733622	23.3538291866864
"DZA"	"Algeria"	2016.0	2213.0	1.0	10.0	1.77046012391228E11	6.0	2.0	7.70210434005105	0.0	1.79175946922805	25.8996754927499
"ARG"	"Argentina"	2016.0	1957.0	0.0	9.0	5.23472468904183E11	10.0	1.0	7.57916796739608	1.0	2.30258509299405	26.9837502754332
"ARM"	"Armenia"	2016.0	2218.0	0.0	9.0	1.10243421860049E10	9.0	2.0	7.70436116791031	1.0	2.19722457733622	23.1233715908308
"AZE"	"Azerbaijan"	2016.0	2450.0	0.0	3.0	4.64409037798612E10	8.0	1.0	7.80384330353877	1.0	2.07944154167984	24.5614464548241
"BHR"	"Bahrain"	2016.0	2398.0	1.0	11.0	3.04264955307257E10	6.0	4.0	7.78239033558746	0.0	1.79175946922805	24.1385796292784
"BLR"	"Belarus"	2016.0	2202.0	0.0	8.0	5.3418376583517E10	9.0	1.0	7.69712131728263	1.0	2.19722457733622	24.7014206544906
"BRA"	"Brazil"	2016.0	2176.0	0.0	5.0	1.83968693433213E12	9.0	2.0	7.68524360797583	1.0	2.19722457733622	28.2406165286885
"BGR"	"Bulgaria"	2016.0	1646.0	0.0	9.0	5.40577896607945E10	10.0	1.0	7.40610338123702	1.0	2.30258509299405	24.7133194901811
"CHL"	"Chile"	2016.0	1635.0	0.0	9.0	2.40476944805607E11	9.0	1.0	7.39939808333135	1.0	2.19722457733622	26.2058900583029
"CHN"	"China"	2016.0	2288.0	0.0	1.0	1.13804446922371E13	10.0	1.0	7.73543335249969	1.0	2.30258509299405	30.0629176205098
"COL"	"Colombia"	2016.0	2764.0	0.0	8.0	3.08997882178775E11	9.0	2.0	7.92443418488756	1.0	2.19722457733622	26.4566002600303
"ECU"	"Ecuador"	2016.0	2020.0	0.0	9.0	9.50937851966286E10	8.0	2.0	7.61085279039525	1.0	2.07944154167984	25.2781294541692
"EST"	"Estonia"	2016.0	1732.0	0.0	6.0	2.34667529464854E10	10.0	3.0	7.45703208912238	1.0	2.30258509299405	23.8788504881324
"GEO"	"Georgia"	2016.0	2057.0	0.0	9.0	1.42593544945355E10	8.0	2.0	7.62900388965296	1.0	2.07944154167984	23.3806789840451
"GHA"	"Ghana"	2016.0	1809.0	0.0	4.0	3.93322754398714E10	7.0	2.0	7.50052948539529	1.0	1.94591014905531	24.3953112767858
"HTI"	"Haiti"	2016.0	2066.0	0.0	9.0	8.5248398118469E9	9.0	1.0	7.63336964967958	1.0	2.19722457733622	22.8662500695403
"HUN"	"Hungary"	2016.0	1534.0	0.0	7.0	1.2263768891596E11	9.0	1.0	7.3356339819272	1.0	2.19722457733622	25.5325002268768
"IND"	"India"	2016.0	2566.0	0.0	8.0	2.22465978739708E12	8.0	2.0	7.85010354517558	1.0	2.07944154167984	28.430625115315
"IRQ"	"Iraq"	2016.0	3570.0	1.0	10.0	2.01646639488152E11	3.0	2.0	8.18032087477368	0.0	1.09861228866811	26.0297826930545
"JOR"	"Jordan"	2016.0	2127.0	1.0	11.0	3.70568078584643E10	6.0	2.0	7.66246781520024	0.0	1.79175946922805	24.3357179196757
"KAZ"	"Kazakhstan"	2016.0	2019.0	0.0	6.0	1.56647523117132E11	9.0	2.0	7.61035761831284	1.0	2.19722457733622	25.7772640426469
"KWT"	"Kuwait"	2016.0	1842.0	1.0	12.0	1.41410635168219E11	6.0	4.0	7.51860721681525	0.0	1.79175946922805	25.6749338009342
"LBN"	"Lebanon"	2016.0	2752.0	0.0	6.0	4.78914209126918E10	7.0	2.0	7.92008319905323	1.0	1.94591014905531	24.5922022212031
"LBY"	"Libya"	2016.0	3200.0	1.0	10.0	3.21873604265352E10	3.0	2.0	8.07090608878782	0.0	1.09861228866811	24.194839679098
"LTU"	"Lithuania"	2016.0	1735.0	0.0	7.0	4.24302362937856E10	10.0	2.0	7.45876269238096	1.0	2.30258509299405	24.4711270651714
"MYS"	"Malaysia"	2016.0	1648.0	1.0	12.0	3.07407934382448E11	6.0	2.0	7.40731771046942	0.0	1.79175946922805	26.4514414789815
"MEX"	"Mexico"	2016.0	2557.0	0.0	3.0	1.14942789031899E12	9.0	2.0	7.84658997529119	1.0	2.19722457733622	27.770285447837
"MAR"	"Morocco"	2016.0	2086.0	1.0	11.0	1.0293768194162E11	6.0	2.0	7.64300363556072	0.0	1.79175946922805	25.3573896123787
"NGA"	"Nigeria"	2016.0	2877.0	0.0	6.0	4.55988411083163E11	4.0	2.0	7.96450336355155	1.0	1.38629436111989	26.8457332318465
"PAK"	"Pakistan"	2016.0	3145.0	1.0	12.0	2.89118860826403E11	3.0	2.0	8.05356916913454	0.0	1.09861228866811	26.3901037236415
"PER"	"Peru"	2016.0	2057.0	0.0	9.0	1.89131118326208E11	9.0	2.0	7.62900388965296	1.0	2.19722457733622	25.965706359232
"PHL"	"Philippines"	2016.0	2511.0	0.0	6.0	3.69869250593716E11	7.0	2.0	7.82843635915759	1.0	1.94591014905531	26.6364154033587
"POL"	"Poland"	2016.0	1557.0	0.0	8.0	4.81468037093863E11	9.0	2.0	7.350516171834	1.0	2.19722457733622	26.900105684037
"QAT"	"Qatar"	2016.0	1716.0	1.0	12.0	1.71320230526287E11	5.0	4.0	7.44775128004791	0.0	1.6094379124341	25.8668003352816
"ROU"	"Romania"	2016.0	1649.0	0.0	8.0	1.87518771104382E11	10.0	2.0	7.4079243225596	1.0	2.30258509299405	25.9571447899027
"RWA"	"Rwanda"	2016.0	2323.0	0.0	3.0	8.4377949010767E9	10.0	1.0	7.75061473277041	1.0	2.30258509299405	22.855986843773
"SGP"	"Singapore"	2016.0	1535.0	0.0	4.0	2.93523836726233E11	10.0	3.0	7.3362856600213	1.0	2.30258509299405	26.4052246883383
"SVN"	"Slovenia"	2016.0	1408.0	0.0	6.0	4.48077048336973E10	9.0	3.0	7.24992553671799	1.0	2.19722457733622	24.525645944475
"ZAF"	"South Africa"	2016.0	2316.0	0.0	4.0	3.07591887484451E11	9.0	2.0	7.74759683869289	1.0	2.19722457733622	26.4520397006425
"THA"	"Thailand"	2016.0	2312.0	0.0	8.0	3.92274652771785E11	6.0	2.0	7.74586822979227	1.0	1.79175946922805	26.6952280762259
"TUN"	"Tunisia"	2016.0	1949.0	1.0	11.0	4.21027300011564E10	7.0	2.0	7.57507169950756	0.0	1.94591014905531	24.4633784211655
"TUR"	"Turkey"	2016.0	2710.0	0.0	8.0	8.92797037526425E11	6.0	2.0	7.90470391387375	1.0	1.79175946922805	27.5176251103852
"URY"	"Uruguay"	2016.0	1726.0	0.0	3.0	5.23530242598592E10	10.0	1.0	7.45356187164337	1.0	2.30258509299405	24.6812755426012
"UZB"	"Uzbekistan"	2016.0	2216.0	0.0	1.0	7.07497157142949E10	8.0	1.0	7.70345904786717	1.0	2.07944154167984	24.9824143552892
"ZWE"	"Zimbabwe"	2016.0	2322.0	0.0	4.0	1.43814195275676E10	9.0	2.0	7.75018416225784	1.0	2.19722457733622	23.3892028997753
